9655382;['4164112', '388401'];['270357', '267784', '6393013'];9032540;3057683;1511262;Soft;Heritage;1912-11-17;2017-05-08;4
458835;['4745629', '247463'];['5006954'];3138359;3403285;4843757;Soft;Present;1971-07-24;2024-08-27;2
7796073;['7117433', '801503', '9941304'];['5727111', '3684618'];2479528;4081876;4227522;Soft;Heritage;1927-03-24;2023-05-09;5
9805976;['4533533', '2530019', '2650017', '884129'];['5362995', '7012211'];3696384;2921360;99695;Soft;Present;1997-01-11;2011-03-21;2
8491857;['4849186', '6710753', '5936090', '8395009'];['5303325', '8802696', '6401264'];9109047;4130354;5288262;Hard;Present;1997-06-17;2005-12-24;3
2725881;['332947', '26270', '9611614'];['5602416', '1201581', '1777831', '4702755', '2454356'];40482;1075601;1387171;Soft;Bought;1900-01-11;2022-10-26;3
1817791;['103625', '1896477'];['4231153', '3581535'];3871309;6304416;2924379;Soft;Heritage;1935-06-13;2021-10-10;3
8678671;['8180144', '1928180', '4985743'];['6071045', '2736809', '8934158', '1395887', '4998915'];4456930;6302520;1015963;Soft;Heritage;1963-05-20;2018-06-04;3
1003489;['9707557'];['222870', '4004592', '481273', '1162678'];8458141;4954284;161940;Soft;Heritage;1962-02-11;2020-08-22;4
1739099;['9077523', '4071836', '7667061'];['637698', '5133839', '5961084', '6759157', '5481939'];7047408;2867569;5660528;Soft;Bought;1941-03-01;2002-10-18;5
4691253;['41162', '2381950', '6781054', '38888'];['4657389', '3859567', '4315497', '5372709', '7044466'];355000;5892797;7974321;Hard;Heritage;1948-06-19;2017-09-06;3
3367316;['8832274', '1754854', '8159201', '3393643', '6235155'];['972341', '5473682', '7932209'];2914424;3804404;3552850;Hard;Heritage;1939-04-17;2005-05-03;5
252567;['6403328', '9843147'];['3644954', '1076847', '5411054', '5975695'];7968118;4337362;2424252;Hard;Heritage;1961-01-14;2023-07-16;3
6259338;['521518', '5489269', '4428602'];['1107561'];6646614;1982350;9858081;Soft;Present;1911-08-14;2005-10-23;3
5146981;['5091852', '5207283'];['5537049', '6338442', '5518579', '5639656', '752107'];8389324;3101027;8785089;Soft;Bought;1974-08-17;2003-07-01;5
7249764;['367661', '2755873'];['7345906', '9905197', '5723720', '5340010'];5429201;5594762;8823766;Soft;Heritage;1991-10-23;2022-06-23;4
9681485;['9713100', '5341961'];['1488938', '6642707', '7459375', '87534', '9260219'];7976401;2237672;6322483;Soft;Present;1960-10-25;2006-07-27;1
2639626;['7628350', '4094550', '4183492', '2405496', '9917994'];['5037285', '4456183', '580579', '2779698'];8512538;7146552;6003553;Soft;Present;1977-05-19;2008-06-07;5
5496266;['8487009', '6039135', '1576277', '9742355'];['9239017'];9413044;5436336;7943798;Hard;Heritage;1900-06-22;2013-02-21;4
3782535;['9009434', '8432344', '6163158', '3551668', '5037949'];['7732999', '2464260'];3694004;2670475;7535032;Soft;Bought;1949-10-23;2012-01-10;4
4636785;['4452639', '4136922', '3015382', '9077045'];['785522'];716315;9470426;7365209;Soft;Bought;1935-03-17;2007-07-24;1
1672376;['9871084', '636228', '2894770', '4371160', '5365601'];['122190'];4290291;3665535;8006079;Hard;Bought;2000-02-22;2016-04-20;2
1841009;['2947038', '3709087', '9647850'];['9189379', '9516010', '96228', '6559531'];4677730;7524384;7803876;Soft;Heritage;1947-03-27;2015-06-07;1
5461516;['8813633', '8066538', '4435301', '5230028'];['2230865', '9591138'];116511;3886925;8223878;Soft;Bought;1985-12-04;2022-02-14;4
6969371;['5160131', '5952891', '8711902'];['4871553', '8063322', '3196376'];7912816;5865437;13699;Hard;Bought;1969-11-26;2009-05-23;5
2497457;['1421901'];['5063636', '6710161'];1083059;1457951;618593;Soft;Bought;1973-03-10;2008-01-24;1
5444659;['8739045', '9079172', '7160177'];['838644', '8944009'];4915922;8930373;5615959;Soft;Present;1960-04-28;2018-07-20;3
3773246;['1648326', '3634722', '3563657'];['5696681', '4168627', '998919', '4809738', '1382409'];360127;4660600;6821123;Hard;Present;1992-12-24;2023-04-26;4
8982357;['3004200', '437661', '2570637', '6205851'];['1918051', '6339365', '1149285', '5833145', '6365990'];2829339;9038468;5288520;Soft;Present;1925-11-12;2013-10-22;4
7380957;['7526495', '2662782', '9405449', '8379401'];['1788064'];382122;5577311;7215511;Soft;Bought;1938-09-21;2021-08-09;2
3406565;['6322712', '386728', '6406760'];['7112818', '7011934', '1164062', '3626642'];5354304;231596;9817304;Hard;Heritage;1976-12-21;2024-09-28;2
2105594;['7160180', '279418', '4931704', '319481'];['2465028', '6781340', '6549285', '4438107'];9906561;3919317;3728927;Hard;Heritage;1938-04-07;2019-12-04;1
1637623;['8153709', '4222010', '9157828', '1779629', '7159553'];['7606809'];3205175;6974104;4732801;Hard;Present;1958-02-27;2008-02-21;4
2428797;['1152522', '9267400', '1786222'];['4752318', '5625841', '6833873'];5927025;5152971;3265614;Hard;Bought;1910-08-13;2012-10-21;2
2971427;['8734988'];['4145479', '1181931', '2834462'];6589819;9727031;7988771;Hard;Bought;1921-12-15;2020-12-01;1
9027490;['7284398', '8090127', '3888753', '9874551'];['1929394', '2195059', '1163731', '8604365'];1981058;1676834;1726514;Soft;Heritage;1904-04-07;2023-01-24;4
1834744;['5352644', '7003710', '4364860', '381096'];['4662556'];8256433;3902430;2815343;Hard;Present;1919-08-28;2016-02-05;5
8983131;['561895', '6654138', '4185302', '7263919', '387825'];['1144925'];1477160;2654900;5703377;Soft;Heritage;1969-01-14;2013-09-15;4
9767420;['2503007', '18020', '5066968'];['5778900', '369440', '4969793', '738122', '7584350'];3548916;5428405;2074897;Soft;Bought;1919-02-10;2005-01-08;3
3811242;['8991545'];['600125', '3073462', '4432610', '9141179'];4598642;188643;6100127;Soft;Present;1912-04-02;2013-09-03;5
6901095;['2884221', '3507761', '4703946', '6582418'];['2939278'];3848802;2750658;8204475;Hard;Heritage;1990-02-24;2002-03-13;1
1440755;['951337', '2927223', '9796234', '733471'];['2240577', '2505867', '2729879', '2962406', '847655'];6155720;5762381;8351651;Soft;Heritage;1990-05-05;2001-02-10;5
6265347;['4401200', '1270645', '5752966', '2887464'];['2673691', '9719622'];8867713;2509642;9800130;Soft;Present;1911-09-16;2005-07-10;4
6672970;['7321367', '8551243', '8012124', '2307784', '6154815'];['2356671', '833393', '8265805'];3268829;5071276;1477492;Soft;Present;1947-08-03;2021-04-23;5
5114878;['8295566', '6765650', '380391', '8223935', '2875666'];['7856935', '2058921'];2715366;7718765;7672921;Hard;Present;1901-04-21;2016-01-04;4
2961739;['1384143', '4102134', '7085732'];['2202932'];5437260;8748235;8398105;Soft;Heritage;1931-06-27;2009-09-17;2
9658509;['9242012', '2697311', '3935598', '8003046', '8267019'];['9230880'];7566921;8888824;8582567;Soft;Present;1953-08-14;2002-12-05;1
5312100;['5388646', '9637869'];['4073114', '4302683'];5828722;3198414;5052123;Soft;Bought;1956-04-17;2013-01-22;3
18222;['7993079', '2909347', '1829122', '555372', '4360966'];['5714281', '5214935', '9079775'];3456452;5408933;2431986;Hard;Present;1956-03-18;2024-03-21;5
5078042;['5106160', '1632243', '4375827'];['1566342', '55539', '7778402', '93585', '5457309'];7573350;8700602;9555769;Soft;Present;1951-12-01;2017-06-17;5
7601125;['4227858', '8273564', '167111', '5750674'];['2184749', '1390904'];2571123;9701236;2700556;Hard;Present;1940-04-21;2011-08-11;5
8283179;['8069045', '8443323', '3180278', '6872824'];['6824455'];7705913;7270209;3328183;Hard;Bought;1954-08-16;2023-02-19;4
9832645;['5714364', '9835865', '1100001', '4953886', '9199833'];['6617582', '6114969', '488622', '5689518', '2187039'];9641267;3808326;7898330;Hard;Bought;1916-04-20;2004-03-12;4
8593717;['9911449', '8991295', '4903593'];['1382797', '8685626'];1457616;3508940;1590056;Hard;Present;1984-09-02;2006-05-17;2
3619139;['2726527', '5446875', '3617909', '4287906', '2721958'];['9761900', '710815'];4167460;4722999;5394701;Soft;Present;1935-05-14;2003-09-27;1
859568;['71124', '8234874', '4830807', '1254265', '8131841'];['5111702', '512889', '126578'];3699106;3408849;9936060;Hard;Bought;1903-08-05;2005-11-12;5
8705274;['8059983', '897895', '8490780', '9651151'];['6193614'];1788302;8905275;5444218;Hard;Bought;1918-04-18;2018-11-23;2
4054858;['5763113', '4946796', '2543542'];['7047741', '2305103'];6570745;8767646;5983290;Hard;Bought;1974-07-15;2010-01-05;4
9056442;['874259', '6805047', '6952975', '2745606'];['9050326', '8765941', '6837094', '4036831', '3775862'];2866761;1601602;2941000;Soft;Present;1927-10-02;2006-09-27;2
4839990;['3292241', '407883'];['1390262'];6746054;1761404;2159908;Soft;Present;1948-08-04;2008-04-23;5
8958359;['6701067', '2061576', '9674433', '8127811', '6387227'];['4438929', '908453'];9887527;969014;2913740;Soft;Present;1925-02-04;2005-09-26;2
7411787;['8401431', '6606192', '1079273'];['8972240', '4504513', '5888622'];6263218;1024437;2260853;Soft;Bought;1979-11-23;2002-01-06;4
1714931;['9923622', '4924989', '1171411'];['8392769', '9071176', '1569257'];3570049;4679432;6698826;Soft;Bought;1991-05-18;2011-11-26;2
6475967;['6223732'];['8579477', '2238833'];4965056;1149516;5062896;Soft;Heritage;1991-06-19;2016-01-15;4
4655097;['2476150', '1485405', '1632626', '3169408', '1040477'];['5720631', '7925232', '1684911', '2462322', '1054619'];532456;4669776;85668;Soft;Heritage;1906-05-22;2016-12-09;5
6856736;['3692101', '7099590'];['1215370', '7425987', '2898422', '1154295', '9843613'];9344406;7215993;6187345;Hard;Present;1946-01-18;2013-04-04;5
5772024;['5206463', '3963520', '5833964', '3702912', '2905378'];['8563310', '9418618', '5372688', '1455710', '7777751'];5913207;6540959;8433628;Hard;Heritage;1920-12-06;2013-12-12;5
1963376;['6033840', '4566736', '4329460'];['1811229', '1085663', '2465739'];6410108;3843918;6166832;Hard;Bought;1964-09-11;2011-10-06;1
3199408;['6214845', '3938066'];['3044718', '6303937', '5408009', '2993715', '4113012'];2784445;1192373;8592436;Hard;Present;1974-02-18;2018-03-14;4
1296357;['9973377', '8901721'];['6936104', '7509374', '7965594', '6129592', '3147144'];794828;9166133;4913532;Soft;Heritage;1910-06-26;2023-07-17;1
5392590;['7330411', '3608518', '6135733', '8585470', '8900362'];['252458', '8427699', '7037951'];6682266;4937471;8538677;Hard;Heritage;1959-04-16;2005-02-23;1
5691047;['7914982', '8928419'];['5986199'];4382475;9440417;3985411;Soft;Bought;1973-02-16;2006-03-22;2
933706;['259732', '5544649', '2763120', '5415390'];['1558429'];772431;2761002;8793057;Hard;Present;1947-07-11;2005-07-28;2
7063978;['5571047', '1667766', '3043698', '1688036', '458036'];['5774939', '6385692'];8426885;9681113;1911397;Hard;Bought;1976-06-19;2015-03-15;1
4496991;['2481833', '6039649', '9325004', '2176423', '6870852'];['231346', '6613811', '3283450', '9209321'];1333330;1805016;8170627;Soft;Heritage;1926-09-15;2007-09-14;2
5267262;['5925429', '5747122', '3486733', '6845972', '3723015'];['7340205', '820250', '7956274', '9848493', '8185525'];8999834;2259409;475197;Soft;Bought;1951-10-25;2018-08-08;1
3495137;['7955598', '6625563', '2857801'];['4522045', '548147', '4426198'];9706472;952390;7756056;Hard;Heritage;1937-03-10;2017-09-14;5
5865319;['9326294'];['559183', '4713599', '7933733', '7804334', '1921332'];277596;1066361;9542857;Hard;Bought;1956-11-17;2008-03-15;2
3944535;['7494046', '372153', '5261790', '2538963'];['5118357', '437374', '4083050', '4531505', '2593348'];6768888;7743222;6509160;Soft;Heritage;1919-01-22;2007-06-13;1
6416394;['3423516', '1614846', '3991163', '8576268', '4542329'];['2707195', '190991', '5737862', '7191963'];4891801;2363685;8816536;Soft;Bought;1994-12-17;2013-02-08;2
4296491;['8543889', '6195471', '7825462'];['13459', '2921003', '7118645', '6831970', '1971350'];8809282;7204846;7017800;Hard;Present;1908-03-18;2004-12-06;4
8117381;['1078158', '7891200', '222087', '5754272'];['726497', '8686109'];6202218;9701510;224763;Soft;Present;1948-06-22;2010-11-27;5
1337389;['3602901', '1716525', '7854921', '9751964'];['2280147', '9649867', '6833045', '1683801'];3071488;917068;7475320;Hard;Present;1908-01-27;2005-02-20;4
9037016;['9771565', '9592252', '4152303'];['8552908', '9062054', '2178948', '2773247'];2528918;8475581;2451144;Hard;Present;1912-04-15;2022-11-28;1
5709804;['1428762', '5267508', '9202747'];['3489611', '1451931'];6415021;4890867;5253628;Soft;Heritage;1927-10-13;2015-01-06;2
3993400;['9248084', '4216176', '7785307', '2149715', '7304860'];['3219070', '4505181', '1497173', '7654998', '8108832'];6912598;3817444;7031495;Soft;Bought;1964-12-24;2005-10-04;2
3515503;['5126108', '3297356', '1971679'];['8434305'];7581947;5837801;5871842;Hard;Heritage;1916-03-27;2022-06-28;5
9834368;['4859328'];['5519877', '1903725', '9342236', '8475200', '7220775'];7177776;380112;427704;Hard;Heritage;1972-10-25;2022-06-14;5
8369185;['9395503', '9736646'];['6678097'];5458592;5685429;5482732;Hard;Bought;1993-09-03;2003-10-05;1
3133725;['736255', '798735', '7936525', '2650881'];['3727012', '217076', '2904101', '3548144', '6756049'];4713900;8841368;59868;Hard;Bought;1984-11-23;2016-03-28;3
7741004;['9115840', '7484264', '1367747', '5204813', '1639260'];['1225200', '3998429'];9229655;4051125;7470940;Soft;Present;1979-10-19;2017-03-19;4
9840558;['7953199'];['6732850', '3019444', '5549797', '4226931'];6626075;3881306;9573003;Hard;Bought;1954-07-21;2019-03-14;3
372864;['597238'];['3197350'];2197914;2467195;5354422;Soft;Heritage;1964-05-07;2006-05-22;4
9485550;['5701696', '606946'];['2881662', '7385464'];240279;9952090;6362703;Hard;Bought;1965-03-22;2022-01-10;2
4833212;['5164348', '1819038', '3650173', '3941796', '2772680'];['2588433', '8611148', '6286463'];3842606;4752022;9160918;Hard;Heritage;1955-08-01;2022-08-24;1
4047460;['9352521', '635558'];['3276860', '3440146', '9995791', '1250856'];5299971;4877227;4032669;Hard;Present;1962-05-19;2015-01-21;5
9146910;['6416033', '7155559', '8115791', '308165'];['4930631', '3449200', '1254848', '6494057', '6062941'];56069;5875650;3292187;Soft;Bought;1904-08-20;2011-09-08;5
2002438;['4553816', '7915996', '3980783', '9653815', '5270402'];['9083383', '840081', '3979018', '6866483', '8773391'];1316523;9887137;4281890;Hard;Present;1962-12-05;2020-09-13;1
361886;['8660808', '8340949', '6201936', '6407520', '7130799'];['9745979'];2710663;1078082;3908569;Soft;Heritage;1914-10-01;2007-01-17;5
9448146;['5357531', '3613502', '3466604', '2932910', '4097798'];['5221937'];4429931;1802233;943501;Hard;Bought;1971-09-01;2013-08-28;2
5242884;['6081923'];['9722030', '9346283', '281609'];6791789;1719682;8297522;Hard;Bought;1966-10-17;2013-12-19;3
1251483;['9435784', '1695547'];['9943133', '3392892', '3071456', '1285508'];8548308;9448214;9469434;Hard;Bought;1937-06-18;2018-06-26;4
5223081;['5314684', '9034061'];['5145956'];2217697;8047557;3444795;Hard;Present;1977-02-21;2002-02-05;5
9783612;['6739735', '9450555', '2439970'];['1600384', '2520957'];7312239;7310786;9816522;Hard;Present;1984-09-24;2014-11-19;5
7589668;['2971919', '1615570', '5751463'];['9709290', '6227623', '4460412'];7293798;2980508;7224498;Soft;Heritage;1944-10-13;2004-11-19;2
6390232;['2778789', '6156456', '7493860', '3020639'];['8106589', '5687837', '9006078', '4042421', '1342526'];5282582;6521478;3165954;Soft;Present;1950-12-23;2005-07-07;5
1592089;['9029397', '7372877', '5180265'];['1421541'];6596391;3422693;7688873;Hard;Heritage;1942-02-23;2004-11-26;2
3213417;['7202718', '9116057', '6218687', '3436877'];['4121028', '8996295', '3345639', '8195274'];7711013;4635549;6911768;Soft;Bought;1908-05-21;2010-03-26;4
5431207;['90653', '9569531', '1435131', '3261138', '3533629'];['148084', '8930692', '406795'];5242529;9350582;4108494;Hard;Present;1990-09-02;2019-09-09;1
4030506;['537269', '1959758'];['4799958', '6432816', '4419807'];4188028;5576813;7812340;Hard;Bought;1957-08-19;2010-09-06;1
8217015;['7308551', '3164237'];['6715872', '3163981'];7595929;6872806;3318020;Soft;Heritage;1915-04-04;2012-11-23;3
189559;['3100714', '4725910', '4188489'];['9915069', '2817405', '2036524', '3245917', '6349704'];122826;8110821;1902363;Soft;Present;1901-09-28;2015-02-12;1
5654376;['1461372', '1328670', '1585904', '3184593'];['5206149'];7592929;6213558;1563915;Hard;Present;1963-11-04;2013-04-10;5
7961180;['1616729', '6447769', '506642', '5843085'];['9862719'];3823905;7779872;6534475;Hard;Heritage;1953-06-22;2010-06-19;1
9850303;['3411694', '704240', '9597552', '713035'];['5522960'];6828583;985720;5703563;Hard;Bought;1978-06-11;2006-09-14;5
6798204;['1627424', '8947843'];['6111465', '6892708', '4087174', '1749180'];6772230;8543908;9462478;Hard;Bought;1982-09-28;2002-05-28;2
2036520;['4412517', '9559456', '8681884'];['4699349', '299426', '2718728', '683928', '4137644'];1766038;6484899;840543;Soft;Present;1991-12-01;2023-08-28;1
1254530;['9304998'];['346377', '31619'];5813436;2429727;8581385;Soft;Bought;1942-10-18;2001-09-20;5
1099258;['4368737'];['5869132', '224706', '9188846', '3674002'];3549086;3070140;3666158;Hard;Bought;1998-10-13;2009-05-21;2
4483425;['3727323'];['244338', '4462471'];6000758;4398712;1414520;Hard;Bought;1903-05-15;2021-09-15;3
3805181;['8519125', '3761216', '268479', '6240907'];['1969568', '7300495'];9201742;8219872;4168050;Soft;Present;1954-08-23;2011-04-16;4
7855353;['5110831', '221725', '2092612'];['6113788', '234045', '6820740'];9858271;8143396;3156630;Soft;Heritage;1982-05-11;2018-02-01;4
3734300;['6111026', '4177980'];['2868895', '782438', '5349906', '6061725', '586006'];7802806;2494489;2611469;Soft;Heritage;1946-09-15;2019-07-16;3
1668457;['3375390', '963255', '2152473', '2480873', '9802183'];['1601397'];5407068;6555561;2657202;Hard;Heritage;1931-07-10;2013-08-24;2
3336187;['3787090', '7072380', '1329861', '2821885', '4805413'];['241534', '6937136'];3306906;8464939;1977937;Hard;Heritage;1944-08-11;2009-07-12;4
6247042;['9121851', '7388980', '740266'];['1195005'];811477;3458571;2051036;Soft;Bought;1992-08-06;2011-02-17;4
9111602;['7580704'];['8476220', '7495040'];7158843;8266920;2097403;Hard;Heritage;1947-06-09;2006-08-22;5
7625203;['9411406', '8021063', '1637321'];['6068225', '9810413', '5739255', '7471215'];9478171;3260883;38546;Hard;Present;1970-10-04;2008-11-05;3
1163897;['3651154', '6987872', '2172317', '6672785'];['7190366', '7429869'];542777;3125602;5926612;Hard;Present;1914-05-17;2021-05-07;3
6170256;['7520237', '8291166', '165102', '3642767'];['4720879', '1990841'];8474745;7097568;2543006;Soft;Heritage;1986-06-11;2016-02-04;5
5003533;['830969', '6964600', '7102348'];['4400270', '3321156'];3700635;5731303;5476318;Hard;Heritage;1937-02-02;2013-07-10;5
3779531;['6735892', '1337813', '4407571', '2981429', '9672105'];['7987500', '4298896', '8190415', '1649533'];2776849;9149500;4049128;Hard;Present;1974-02-22;2008-10-02;1
4045570;['2607120', '4610534', '2567201', '3207396'];['7630487', '6414256'];8032380;4080921;7826816;Hard;Heritage;1944-10-03;2001-06-08;1
6655164;['2588774', '4754022', '2500405', '6581282'];['4847513', '676430', '5887263', '2097799', '374044'];4779388;3867648;4148687;Hard;Present;1990-06-14;2017-04-19;3
5523361;['7413011'];['8681072', '875769', '8955599'];1252138;6872678;6713147;Hard;Present;1940-01-14;2023-07-03;4
2652887;['4307081', '8329590'];['4698528', '2874189', '6455349', '3756445', '8151786'];4841589;18100;9596726;Soft;Heritage;1936-08-07;2017-08-01;4
285093;['5534352', '310782', '360530', '4186118'];['4107525', '92777', '2381133'];8512357;8391648;3904101;Hard;Heritage;1907-11-18;2011-02-26;1
6279402;['5820007', '3122804', '8373088'];['2880700', '6665293', '3287058'];4267435;2129892;6263233;Hard;Present;1934-05-28;2021-02-22;4
8358045;['7038036', '8139076', '7191955', '2000177', '7989235'];['8463274', '2714270', '8316653', '3952637', '4609647'];9597660;7745946;6914136;Soft;Bought;1954-01-15;2010-07-17;2
8187748;['9455166'];['4379423', '4614375', '3373934', '4016248', '5945043'];6258098;2824342;5814914;Soft;Bought;1959-05-17;2003-07-12;3
9231060;['4453672'];['6526351', '3031394', '810759', '3882628', '4478194'];1456098;658291;7758127;Soft;Present;1921-12-24;2007-01-02;1
6421722;['4338673'];['5208350', '1678020', '9641904'];2013581;2257125;5911290;Hard;Bought;1981-12-15;2004-02-14;5
678546;['7603873', '3266586', '4920157', '8964047'];['4154808', '1932242', '4952941', '2283960', '7703144'];1391308;5836362;881793;Hard;Present;1907-03-16;2001-03-04;3
7690867;['7650787'];['5171020', '3574274', '4567395'];3783635;4390277;3947772;Hard;Present;1983-05-02;2002-03-03;3
8805645;['2833475', '2941444', '3528112', '7202417'];['4859587'];8686263;6861031;8277459;Hard;Present;1960-05-22;2004-07-16;2
894680;['5017464', '2685004', '1313628'];['5411492'];7388035;9239094;7741764;Hard;Present;1978-06-15;2018-09-04;3
6736929;['9922399'];['9775498', '4520324', '7585663', '5180197', '9172371'];1532604;6919506;3714101;Soft;Present;1929-03-04;2001-03-21;4
3056210;['3600131', '6751512', '7188160', '2282129'];['555635', '2028751'];1858912;8372003;3916509;Hard;Bought;1988-02-04;2014-04-22;1
9803869;['4817919'];['3267064', '6127674', '384491', '6752596'];9186163;9769284;9252144;Hard;Bought;2000-01-13;2010-07-19;4
9012645;['6563457', '6349981'];['5070697'];3644987;3857785;1145944;Soft;Present;1984-06-28;2001-12-24;2
2756605;['3740245', '5621969', '2911178'];['9347854', '43643', '4251001', '6425432', '7949433'];5525760;9290932;5902655;Hard;Present;1903-07-25;2020-10-19;5
2442896;['1635350', '9535293', '1418882', '2909234'];['5944019', '8626704', '6533858', '1338554'];8831415;7036339;8011809;Hard;Present;1942-09-02;2002-09-27;2
67631;['3625083', '7471538', '5840073', '1538391', '6872014'];['7866100', '5578748'];3885389;5488169;4918950;Hard;Present;2000-09-13;2021-05-19;5
5317991;['9221343', '1440688'];['6294864', '5339347', '6214565'];9659136;9396586;192556;Soft;Heritage;1936-02-27;2021-07-04;2
9870217;['6879773', '8994794', '7485299', '567631'];['1357880', '5068612', '2179077'];7294524;312783;7713622;Hard;Present;1952-02-07;2009-11-15;3
7841407;['9593109', '3508758', '595456', '5393964', '3483062'];['8754212', '1495114', '2661989', '2790956'];6041916;7178786;5778263;Soft;Heritage;1904-04-09;2023-12-01;5
7803734;['4894344', '7716677', '6340798', '4811937'];['9722840'];6400477;3047132;4102472;Hard;Present;1977-09-12;2004-10-22;3
1227716;['182035', '4523507', '7293476'];['5269461', '6187229', '8210852', '2864139'];1138169;2058076;5255051;Hard;Heritage;1961-07-23;2024-12-18;2
2367667;['3582544', '8354569', '297875', '1511852', '2332894'];['546', '7121741', '8370052', '6709240', '9844017'];3875405;5548406;2726975;Hard;Bought;1972-11-12;2001-04-03;4
3689474;['6938614', '4743267', '8573385', '3735439'];['1258919', '9038096', '6851552', '5977006'];4553097;2899291;2114381;Soft;Present;1960-09-16;2003-11-23;3
1677804;['3814514', '8668516', '3710066'];['350699', '5002076'];7941061;6439774;5658864;Soft;Bought;1994-01-11;2002-02-15;1
2837673;['2427439', '5355173', '6663598', '1438182'];['7451759', '105693'];3247437;2854521;4996124;Hard;Heritage;1959-02-10;2017-02-20;1
4381393;['5804792', '4479816'];['9296684', '8004697', '500478', '9394143'];9725735;8371290;7600343;Soft;Heritage;1956-07-07;2021-05-16;4
3174448;['4662550'];['3428920', '2127766', '736234', '9839571'];9600889;8370765;9636550;Soft;Present;1963-05-06;2012-11-06;1
1528587;['9698089', '2384520'];['4281235', '8427921', '8903179', '7822982'];2620957;9373032;4306740;Hard;Present;1978-12-10;2019-02-15;1
8110898;['7833830', '2497100'];['2192458'];973138;5366488;3596995;Soft;Bought;1986-09-21;2003-12-02;1
7810888;['9202381', '998366', '5933992'];['4859741'];5665848;232887;182013;Hard;Heritage;1912-04-20;2018-01-12;1
5123187;['9930000', '5375418'];['7022808'];2422077;5858734;6643791;Soft;Heritage;1928-12-07;2022-09-09;3
2251167;['8716308', '5186914', '7274812', '9685458'];['6721025', '6378637', '7118210'];430582;6932443;6325023;Hard;Bought;1966-12-17;2014-05-21;5
8557810;['4102421', '7461103', '8479111', '2927500'];['3633151'];7273205;4809317;483308;Soft;Heritage;1914-02-26;2022-03-02;2
9012156;['97666', '590064', '3223713', '7275624'];['1245305', '6611772', '4783279', '7129173', '5952668'];6277866;6950317;891007;Soft;Bought;1998-12-08;2018-02-14;5
267705;['3775770', '6715015', '33854', '1250962', '7637274'];['2641413', '6909112', '8496703', '5602795', '9942996'];2057143;2175865;9716173;Hard;Heritage;1906-11-20;2023-03-04;3
8765778;['5751163'];['3046950', '5459453', '2797902', '4076802'];7252941;5411054;1206270;Hard;Bought;1975-03-09;2016-12-18;5
9158730;['4235245', '9652257', '1630267'];['5643474'];1345238;4395105;3491583;Hard;Bought;1905-04-19;2021-09-28;2
8755726;['6986435'];['9488936', '1650845', '8657872', '8506464', '102336'];6009763;6276122;7833589;Soft;Bought;1947-01-21;2024-12-22;1
72217;['2323675', '3820712'];['8386790', '3482614', '5029500'];7698395;3388812;9766993;Hard;Bought;1912-02-12;2017-11-11;4
5946119;['7979806', '2396168', '1089121', '5210944', '3893253'];['6512676'];5991127;301887;247390;Soft;Bought;1961-05-17;2023-06-27;2
4799125;['9979341', '5224465'];['181249', '9920853'];4183234;6471354;4796271;Hard;Present;1950-04-15;2017-05-23;4
901031;['1066570', '5125121'];['97969', '8060837', '9696498', '2094951', '9718899'];2907332;3137311;8911087;Hard;Heritage;1940-04-15;2017-05-06;2
5033158;['1717074', '184320'];['4050559'];7830406;6783400;7623767;Hard;Present;1967-04-10;2011-05-05;4
944715;['3082368', '7414424', '4675987'];['1486912', '6850519', '2634257'];8052527;9307124;9993721;Soft;Heritage;1930-08-15;2006-03-04;1
8931672;['6532211', '5388909'];['2465207', '3773491', '5724562', '7289898', '1785504'];6685948;9096908;3818749;Soft;Heritage;1996-11-04;2008-02-24;1
2476857;['829278', '2540956', '3424170', '4717909'];['4550603', '4426379', '9086901', '7174179'];4127643;1404122;6585807;Soft;Present;1973-06-03;2024-06-16;1
5886545;['3128584', '6984321', '1504810', '7119610', '7639479'];['1755809', '6434502', '5085590', '7317403'];3951602;1832161;437914;Soft;Bought;1971-07-24;2004-03-06;3
6123115;['7153390'];['5818655', '5051963'];3466233;9210364;1637360;Hard;Present;1972-05-18;2002-02-25;1
8189927;['8791574'];['1457556', '9263567'];4626614;1137855;8899144;Hard;Present;1917-08-12;2019-05-18;1
3076763;['2726402', '1218084'];['4427169', '6307975', '3712346', '824951'];2095763;4797326;9571825;Hard;Heritage;1965-10-09;2014-11-19;5
2956658;['8738359', '7605094', '5442671'];['6498958', '6726264', '336379', '8849754'];5384148;3372282;7624594;Soft;Present;1910-08-26;2012-05-21;4
3881881;['1960261', '6574913', '6032828', '9002201', '3024353'];['1597336', '3336337', '5086560'];8648024;7012859;1946163;Soft;Bought;1962-08-14;2012-03-05;5
403035;['9287388', '7467839', '9809714'];['7491538', '1484800', '5920944', '6653328', '2559558'];598090;2260564;6296916;Soft;Present;1988-01-02;2005-03-19;2
7843881;['9431197', '7575154', '100547', '1130509', '7002381'];['6334286', '4080576', '3891391'];3853882;2447747;5391537;Soft;Bought;1989-06-21;2014-10-28;1
6962773;['3802937', '493658', '5195871', '1737055', '1534482'];['8822930', '609439', '6287574'];5571580;3151990;335080;Soft;Present;1915-06-25;2017-09-10;3
5341432;['8265460', '2256052', '9555786', '6857972'];['8328400', '8928362', '8451933'];8231656;720624;6097817;Hard;Heritage;1963-06-09;2021-11-06;4
